32 32
0

11
0	0	1	255	
15	1	6	255	
2	4	1	255	
17	5	5	255	
18	9	4	255	
31	9	4	255	
31	12	2	255	
13	17	5	255	
15	19	3	255	
15	21	1	255	
31	31	4	255	
